ge,state,parlimen,ballot_order,party,votes,result,result_desc,uid,name,birth_year,sex,ethnicity
15,W.P. Kuala Lumpur,P.116 Wangsa Maju,4,BEBAS (BEBAS),216,0,lost_deposit,4877,RAVEE SUNTHERALINGAM,1962,male,indian
15,W.P. Kuala Lumpur,P.116 Wangsa Maju,5,PERIKATAN NASIONAL (PN),25335,0,lost,4878,USTAZAH NURIDAH,1961,female,bumiputera
15,W.P. Kuala Lumpur,P.116 Wangsa Maju,6,PARTI PEJUANG TANAHAIR (PEJUANG),987,0,lost_deposit,4879,NORZAILA,1974,female,bumiputera
15,W.P. Kuala Lumpur,P.117 Segambut,1,PERIKATAN NASIONAL (PN),8754,0,lost_deposit,4880,PRABAGARAN,1972,male,indian
15,W.P. Kuala Lumpur,P.117 Segambut,2,BARISAN NASIONAL (BN),8304,0,lost_deposit,4881,DANIEL LING SIA CHIN,1964,male,chinese
15,W.P. Kuala Lumpur,P.117 Segambut,3,PAKATAN HARAPAN (PH),68438,1,won,4212,HANNAH YEOH,1979,female,chinese
15,W.P. Kuala Lumpur,P.118 Setiawangsa,1,PAKATAN HARAPAN (PH),34434,1,won,4213,NIK NAZMI BIN NIK AHMAD,1982,male,bumiputera
15,W.P. Kuala Lumpur,P.118 Setiawangsa,2,PARTI PEJUANG TANAHAIR (PEJUANG),953,0,lost_deposit,4882,BIBI SUNITA,1970,female,bumiputera
15,W.P. Kuala Lumpur,P.118 Setiawangsa,3,BARISAN NASIONAL (BN),16333,0,lost,4883,IZUDIN BIN ISHAK,1965,male,bumiputera
15,W.P. Kuala Lumpur,P.118 Setiawangsa,4,BEBAS (BEBAS),282,0,lost_deposit,4884,STANLEY LIM YEN TIONG,1966,male,chinese
15,W.P. Kuala Lumpur,P.118 Setiawangsa,5,BEBAS (BEBAS),492,0,lost_deposit,4885,MEJAR MIOR ROSLI TUDM (B),-1,male,bumiputera
15,W.P. Kuala Lumpur,P.118 Setiawangsa,6,PERIKATAN NASIONAL (PN),22270,0,lost,4886,NURUL FADZILAH BINTI KAMALUDDIN,1989,female,bumiputera
15,W.P. Kuala Lumpur,P.119 Titiwangsa,1,PERIKATAN NASIONAL (PN),14518,0,lost,4887,DR. ROSNI ADAM,-1,male,bumiputera
15,W.P. Kuala Lumpur,P.119 Titiwangsa,2,PAKATAN HARAPAN (PH),20410,0,lost,3095,KHALID ABDUL SAMAD,1957,male,bumiputera
15,W.P. Kuala Lumpur,P.119 Titiwangsa,3,PARTI PEJUANG TANAHAIR (PEJUANG),888,0,lost_deposit,4888,DATO' SRI KHAIRUDDIN BIN ABU HASSAN,1962,male,bumiputera
15,W.P. Kuala Lumpur,P.119 Titiwangsa,4,BARISAN NASIONAL (BN),25042,1,won,4889,DATUK SERI JOHARI GHANI,1964,male,bumiputera
15,W.P. Kuala Lumpur,P.120 Bukit Bintang,1,PERIKATAN NASIONAL (PN),4259,0,lost_deposit,4890,EDWIN CHEN,1977,male,chinese
15,W.P. Kuala Lumpur,P.120 Bukit Bintang,2,PAKATAN HARAPAN (PH),43827,1,won,2128,FONG KUI LUN,1946,male,chinese
15,W.P. Kuala Lumpur,P.120 Bukit Bintang,3,BARISAN NASIONAL (BN),4850,0,lost_deposit,4891,TAN TEIK PENG,1980,male,bumiputera
15,W.P. Kuala Lumpur,P.121 Lembah Pantai,1,PARTI PEJUANG TANAHAIR (PEJUANG),810,0,lost_deposit,4892,DR. ASMAH,1964,female,bumiputera
15,W.P. Kuala Lumpur,P.121 Lembah Pantai,2,PERIKATAN NASIONAL (PN),19098,0,lost,4893,HAJI FAUZI ABU BAKAR,1960,male,bumiputera
15,W.P. Kuala Lumpur,P.121 Lembah Pantai,3,PAKATAN HARAPAN (PH),35359,1,won,4219,FAHMI FADZIL,1981,male,bumiputera
15,W.P. Kuala Lumpur,P.121 Lembah Pantai,4,BARISAN NASIONAL (BN),21447,0,lost,4894,RAMLAN ASKOLANI,1961,male,bumiputera
15,W.P. Kuala Lumpur,P.122 Seputeh,1,BARISAN NASIONAL (BN),6032,0,lost_deposit,4895,LEE KAH HING,1968,male,chinese
15,W.P. Kuala Lumpur,P.122 Seputeh,2,PERIKATAN NASIONAL (PN),6047,0,lost_deposit,4896,WONG ZEE YENG,1969,male,chinese
15,W.P. Kuala Lumpur,P.122 Seputeh,3,BEBAS (BEBAS),865,0,lost_deposit,4897,CHOY SAN YEH,1967,female,chinese
15,W.P. Kuala Lumpur,P.122 Seputeh,4,PAKATAN HARAPAN (PH),73234,1,won,2769,TERESA KOK,1964,female,chinese
15,W.P. Kuala Lumpur,P.122 Seputeh,5,BEBAS (BEBAS),1276,0,lost_deposit,4898,LEE WAI HONG,1980,male,chinese
15,W.P. Kuala Lumpur,P.123 Cheras,1,PAKATAN HARAPAN (PH),60294,1,won,1825,TAN KOK WAI,1957,male,chinese
15,W.P. Kuala Lumpur,P.123 Cheras,2,BARISAN NASIONAL (BN),5606,0,lost_deposit,4899,CHONG YEW CHUAN,1983,male,chinese
15,W.P. Kuala Lumpur,P.123 Cheras,3,PERIKATAN NASIONAL (PN),5846,0,lost_deposit,4900,RUBY CHIN,1981,female,chinese
15,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,PAKATAN HARAPAN (PH),43476,1,won,4901,DATO' SERI DR WAN AZIZAH BINTI WAN ISMAIL,1952,female,bumiputera
15,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2,BARISAN NASIONAL (BN),15886,0,lost,4902,DATUK CHEW YIN KEEN,1964,male,chinese
15,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,3,PERIKATAN NASIONAL (PN),33659,0,lost,4903,DATO KAMARUDIN JAFFAR,1951,male,bumiputera
15,W.P. Putrajaya,P.125 Putrajaya,1,BARISAN NASIONAL (BN),13692,0,lost,3468,TENGKU ADNAN BIN TENGKU MANSOR,1951,male,bumiputera
15,W.P. Putrajaya,P.125 Putrajaya,2,PAKATAN HARAPAN (PH),5988,0,lost,4904,NORAISHAH MYDIN BINTI HAJI ABDUL AZIZ,1975,female,bumiputera
15,W.P. Putrajaya,P.125 Putrajaya,3,PARTI PEJUANG TANAHAIR (PEJUANG),878,0,lost_deposit,4905,DATO' MOHD ROSLI BIN RAMLI,1958,male,bumiputera
15,W.P. Putrajaya,P.125 Putrajaya,4,BEBAS (BEBAS),63,0,lost_deposit,4906,SAMSUDIN PKPKL,1976,male,bumiputera
15,W.P. Putrajaya,P.125 Putrajaya,5,PERIKATAN NASIONAL (PN),16002,1,won,4907,DR. RADZI JIDIN (DRJ),1977,male,bumiputera
15,W.P. Putrajaya,P.125 Putrajaya,6,BEBAS (BEBAS),20,0,lost_deposit,4908,LIM FICE BEE,1978,female,chinese
15,Negeri Sembilan,P.126 Jelebu,1,PARTI PEJUANG TANAHAIR (PEJUANG),253,0,lost_deposit,4909,AHMAD FAKHRI,1981,male,bumiputera
15,Negeri Sembilan,P.126 Jelebu,2,BARISAN NASIONAL (BN),21805,1,won,4227,JALALUDDIN BIN ALIAS,1963,male,bumiputera
15,Negeri Sembilan,P.126 Jelebu,3,PAKATAN HARAPAN (PH),13680,0,lost,4910,DATO' ZULKEFLY OMAR,1964,male,bumiputera
15,Negeri Sembilan,P.126 Jelebu,4,PERIKATAN NASIONAL (PN),9596,0,lost,4911,ZAHARUDDIN BABA SAMION,1966,male,bumiputera
15,Negeri Sembilan,P.127 Jempol,1,PERIKATAN NASIONAL (PN),16722,0,lost,4912,AFFENDY SALLEH,1988,male,bumiputera
15,Negeri Sembilan,P.127 Jempol,2,PARTI PEJUANG TANAHAIR (PEJUANG),654,0,lost_deposit,4913,TAN SRI KHALID YUNUS,1943,male,bumiputera
15,Negeri Sembilan,P.127 Jempol,3,BARISAN NASIONAL (BN),30138,1,won,4914,DATO' HAJI SHAMSHULKAHAR BIN HAJI MOHD DELI,1961,male,bumiputera
15,Negeri Sembilan,P.127 Jempol,4,PAKATAN HARAPAN (PH),24281,0,lost,4915,NORWANI AHMAT,1976,female,bumiputera
15,Negeri Sembilan,P.128 Seremban,1,PAKATAN HARAPAN (PH),63916,1,won,3477,LOKE SIEW FOOK,1977,male,chinese
15,Negeri Sembilan,P.128 Seremban,2,BEBAS (BEBAS),373,0,lost_deposit,4916,IZZAT LESLY,1989,male,bumiputera
15,Negeri Sembilan,P.128 Seremban,3,BARISAN NASIONAL (BN),24584,0,lost,4917,FELICIA WONG,1979,female,chinese
15,Negeri Sembilan,P.128 Seremban,4,PARTI PEJUANG TANAHAIR (PEJUANG),1336,0,lost_deposit,4918,SJN (B) MOHAMAD JANI,1960,male,bumiputera
15,Negeri Sembilan,P.128 Seremban,5,PERIKATAN NASIONAL (PN),33075,0,lost,4919,HAJI FADLI CHE ME,1972,male,bumiputera
15,Negeri Sembilan,P.129 Kuala Pilah,1,PARTI PEJUANG TANAHAIR (PEJUANG),406,0,lost_deposit,4228,KAMARULZAMAN KAMDIAS,1966,male,bumiputera
15,Negeri Sembilan,P.129 Kuala Pilah,2,PERIKATAN NASIONAL (PN),11560,0,lost,4920,EDDIN SYAZLEE,1974,male,bumiputera
15,Negeri Sembilan,P.129 Kuala Pilah,3,PARTI WARISAN SABAH (WARISAN),333,0,lost_deposit,3802,AZMAN BIN IDRIS,1972,male,bumiputera
15,Negeri Sembilan,P.129 Kuala Pilah,4,PAKATAN HARAPAN (PH),14940,0,lost,4921,NOR AZMAN MOHAMAD,1977,male,bumiputera
15,Negeri Sembilan,P.129 Kuala Pilah,5,BARISAN NASIONAL (BN),21423,1,won,4922,DATO' HJ ADNAN HJ ABU HASSAN,1970,male,bumiputera
15,Negeri Sembilan,P.130 Rasah,1,BARISAN NASIONAL (BN),19447,0,lost,4236,NG KIAN NAM,1979,male,chinese
15,Negeri Sembilan,P.130 Rasah,2,PERIKATAN NASIONAL (PN),18810,0,lost,4923,DAVID CHOONG,1972,male,chinese
15,Negeri Sembilan,P.130 Rasah,3,PAKATAN HARAPAN (PH),81434,1,won,4238,CHA KEE CHIN,1974,male,chinese
15,Negeri Sembilan,P.131 Rembau,1,PERIKATAN NASIONAL (PN),21875,0,lost,4924,HJ. NAZREE YUNUS,1984,male,bumiputera
15,Negeri Sembilan,P.131 Rembau,2,BARISAN NASIONAL (BN),53075,1,won,4925,TOK MAT,1956,male,bumiputera
15,Negeri Sembilan,P.131 Rembau,3,PAKATAN HARAPAN (PH),33178,0,lost,4926,JUFITRI JOHA,1979,male,bumiputera
15,Negeri Sembilan,P.131 Rembau,4,PARTI SOSIALIS MALAYSIA (PSM),779,0,lost_deposit,4927,CIKGU TINA,1977,male,indian
15,Negeri Sembilan,P.131 Rembau,5,PARTI PEJUANG TANAHAIR (PEJUANG),529,0,lost_deposit,4928,RAMLY BIN AWALLUDIN,1955,male,bumiputera
15,Negeri Sembilan,P.132 Port Dickson,1,PERIKATAN NASIONAL (PN),18235,0,lost,4929,CIKGU HAJI RAFIEI MUSTAPHA,1954,male,bumiputera
15,Negeri Sembilan,P.132 Port Dickson,2,BARISAN NASIONAL (BN),18412,0,lost,4930,DATUK P.KAMALANATHAN,1965,male,indian
15,Negeri Sembilan,P.132 Port Dickson,3,BEBAS (BEBAS),441,0,lost_deposit,4931,RANI KULUP,1955,male,bumiputera
15,Negeri Sembilan,P.132 Port Dickson,4,PARTI PEJUANG TANAHAIR (PEJUANG),1084,0,lost_deposit,4932,DR. AHMAD IDHAM BIN AHMAD NADZRI,1971,male,bumiputera
15,Negeri Sembilan,P.132 Port Dickson,5,PAKATAN HARAPAN (PH),42013,1,won,4933,DATO' SERI AMINUDDIN BIN HARUN,1967,male,bumiputera
15,Negeri Sembilan,P.133 Tampin,1,BARISAN NASIONAL (BN),23283,1,won,4934,MOHD ISAM BIN MOHD ISA,1969,male,bumiputera
15,Negeri Sembilan,P.133 Tampin,2,PARTI PEJUANG TANAHAIR (PEJUANG),781,0,lost_deposit,4935,USTAZ ZAMANI IBRAHIM,1964,male,bumiputera
15,Negeri Sembilan,P.133 Tampin,3,PERIKATAN NASIONAL (PN),14962,0,lost,4936,MEJAR (B) ABDUL HALIM,1966,male,bumiputera
15,Negeri Sembilan,P.133 Tampin,4,PAKATAN HARAPAN (PH),22007,0,lost,4937,FAIZ FADZIL,1977,male,bumiputera
15,Melaka,P.134 Masjid Tanah,1,BARISAN NASIONAL (BN),21193,0,lost,4938,ABDUL HAKIM BIN ABDUL WAHID,1985,male,bumiputera
15,Melaka,P.134 Masjid Tanah,2,PERIKATAN NASIONAL (PN),25604,1,won,3840,MAS ERMIEYATI,1976,female,bumiputera
15,Melaka,P.134 Masjid Tanah,3,IKATAN DEMOKRATIK MALAYSIA (MUDA),7445,0,lost,4939,MUTALIB UTHMAN,1982,male,bumiputera
15,Melaka,P.134 Masjid Tanah,4,PARTI PEJUANG TANAHAIR (PEJUANG),507,0,lost_deposit,4940,HANDRAWIRAWAN BIN ABU BAKAR,1979,male,bumiputera
15,Melaka,P.135 Alor Gajah,1,BARISAN NASIONAL (BN),27288,0,lost,4201,SHAHRIL HAMDAN,1985,male,bumiputera
15,Melaka,P.135 Alor Gajah,2,PAKATAN HARAPAN (PH),28178,1,won,4941,ADLY ZAHARI,1971,male,bumiputera
15,Melaka,P.135 Alor Gajah,3,PERIKATAN NASIONAL (PN),17211,0,lost,4942,PAK WAN (DATUK SERI MOHD REDZUAN BIN MD YUSOF),1957,male,bumiputera
15,Melaka,P.135 Alor Gajah,4,PARTI PEJUANG TANAHAIR (PEJUANG),323,0,lost_deposit,4943,MUHAMMAD NAZRIQ ABDUL RAHMAN,1986,male,bumiputera
15,Melaka,P.136 Tangga Batu,1,PARTI PEJUANG TANAHAIR (PEJUANG),702,0,lost_deposit,4944,GHAZALI BIN ABU,-1,male,bumiputera
15,Melaka,P.136 Tangga Batu,2,BEBAS (BEBAS),267,0,lost_deposit,4945,SHAHRIL MAHMOOD,1982,male,bumiputera
15,Melaka,P.136 Tangga Batu,3,PERIKATAN NASIONAL (PN),37406,1,won,4946,BAKRI JAMALUDDIN,1965,male,bumiputera
15,Melaka,P.136 Tangga Batu,4,PAKATAN HARAPAN (PH),28557,0,lost,4947,PROF. MADYA RUSNAH ALUAI,1962,female,bumiputera
15,Melaka,P.136 Tangga Batu,5,BARISAN NASIONAL (BN),25095,0,lost,4948,DATUK LIM BAN HONG,1977,male,chinese
15,Melaka,P.137 Hang Tuah Jaya,1,PAKATAN HARAPAN (PH),39418,1,won,4949,ADAM ADLI,1989,male,bumiputera
15,Melaka,P.137 Hang Tuah Jaya,2,PARTI PEJUANG TANAHAIR (PEJUANG),739,0,lost_deposit,4950,SHEIKH IKHZAN,1982,male,bumiputera
15,Melaka,P.137 Hang Tuah Jaya,3,BARISAN NASIONAL (BN),30780,0,lost,4951,MOHD RIDHWAN BIN MOHD ALI,1986,male,bumiputera
15,Melaka,P.137 Hang Tuah Jaya,4,PERIKATAN NASIONAL (PN),23549,0,lost,4952,MOHD AZRUDIN BIN MD IDRIS,1981,male,bumiputera
15,Melaka,P.138 Kota Melaka,1,PAKATAN HARAPAN (PH),73995,1,won,4252,KHOO POAY TIONG,1971,male,chinese
15,Melaka,P.138 Kota Melaka,2,BARISAN NASIONAL (BN),20686,0,lost,4953,KON QI YAO,1981,male,chinese
15,Melaka,P.138 Kota Melaka,3,BEBAS (BEBAS),925,0,lost_deposit,4954,DATO' DR. NORAZLAN,1980,male,bumiputera
15,Melaka,P.138 Kota Melaka,4,PERIKATAN NASIONAL (PN),27575,0,lost,4955,SUHAIME BORHAN,1980,male,bumiputera
15,Melaka,P.139 Jasin,1,PAKATAN HARAPAN (PH),21674,0,lost,4956,DATUK HARUN,1966,male,bumiputera
15,Melaka,P.139 Jasin,2,BARISAN NASIONAL (BN),27571,0,lost,4957,ROSLAN BIN AHMAD,1967,male,bumiputera
15,Melaka,P.139 Jasin,3,PARTI PEJUANG TANAHAIR (PEJUANG),460,0,lost_deposit,4958,MOHD DAUD NASIR,-1,male,bumiputera
15,Melaka,P.139 Jasin,4,PERIKATAN NASIONAL (PN),27893,1,won,4959,TUAN GURU ZULKIFLI ISMAIL,1966,male,bumiputera
15,Johor,P.140 Segamat,1,PARTI PEJUANG TANAHAIR (PEJUANG),1062,0,lost_deposit,4960,SYED HAIROUL,1973,male,bumiputera
15,Johor,P.140 Segamat,2,BARISAN NASIONAL (BN),17768,0,lost,4961,TAN SRI M RAMASAMY,1963,male,indian
15,Johor,P.140 Segamat,3,PAKATAN HARAPAN (PH),23437,1,won,4962,R. YUNESWARAN,1986,male,indian
15,Johor,P.140 Segamat,4,PERIKATAN NASIONAL (PN),8385,0,lost,4963,POOBALAN PONNUSAMY,1973,male,indian
15,Johor,P.141 Sekijang,1,BARISAN NASIONAL (BN),17207,0,lost,4964,MD SALLEHEEN BIN MOHAMAD,1981,male,bumiputera
15,Johor,P.141 Sekijang,2,PERIKATAN NASIONAL (PN),11612,0,lost,4965,UZZAIR BIN ISMAIL,1984,male,bumiputera
15,Johor,P.141 Sekijang,3,PARTI WARISAN SABAH (WARISAN),339,0,lost_deposit,4966,DR. MOHD ZOHAR,1973,male,bumiputera
15,Johor,P.141 Sekijang,4,PAKATAN HARAPAN (PH),18941,1,won,4967,DR. ZALIHA MUSTAFA,1964,female,bumiputera
15,Johor,P.141 Sekijang,5,PARTI PEJUANG TANAHAIR (PEJUANG),138,0,lost_deposit,4968,SAIFUL FAIZAL,1978,male,bumiputera
15,Johor,P.142 Labis,1,PERIKATAN NASIONAL (PN),5312,0,lost,4969,ALVIN CHANG,1974,male,chinese
15,Johor,P.142 Labis,2,PAKATAN HARAPAN (PH),16133,1,won,3148,PANG HOK LIONG,1957,male,chinese
15,Johor,P.142 Labis,3,BARISAN NASIONAL (BN),13300,0,lost,3493,CHUA TEE YONG,1977,male,chinese
15,Johor,P.143 Pagoh,1,BARISAN NASIONAL (BN),14426,0,lost,4970,DATUK SERI RAZALI IBRAHIM,1970,male,bumiputera
15,Johor,P.143 Pagoh,2,PERIKATAN NASIONAL (PN),24986,1,won,2797,MUHYIDDIN BIN MD YASIN,1947,male,bumiputera
15,Johor,P.143 Pagoh,3,PAKATAN HARAPAN (PH),14979,0,lost,4971,ISKANDAR SHAH,1981,male,bumiputera
15,Johor,P.144 Ledang,1,PAKATAN HARAPAN (PH),33650,1,won,4261,SYED IBRAHIM BIN SYED NOH,1964,male,bumiputera
15,Johor,P.144 Ledang,2,BEBAS (BEBAS),75,0,lost_deposit,4972,ZAINAL BAHROM,-1,male,bumiputera
15,Johor,P.144 Ledang,3,BEBAS (BEBAS),140,0,lost_deposit,4973,CIKGU YUNUS,1958,male,bumiputera
15,Johor,P.144 Ledang,4,PARTI PEJUANG TANAHAIR (PEJUANG),269,0,lost_deposit,4974,RAFIDAH RIDWAN,1978,female,bumiputera
15,Johor,P.144 Ledang,5,BARISAN NASIONAL (BN),23881,0,lost,3153,HAMIM SAMURI,1958,male,bumiputera
15,Johor,P.144 Ledang,6,PERIKATAN NASIONAL (PN),22292,0,lost,4975,ZAIDI HJ MAJID,1970,male,bumiputera
15,Johor,P.145 Bakri,1,PERIKATAN NASIONAL (PN),17222,0,lost,4976,R. S. CHELVA,1955,male,indian
15,Johor,P.145 Bakri,2,BARISAN NASIONAL (BN),17382,0,lost,4977,CHRIS LEE CHING YONG,1976,male,chinese
15,Johor,P.145 Bakri,3,PAKATAN HARAPAN (PH),36636,1,won,4978,TAN HONG PIN,1981,male,chinese
15,Johor,P.145 Bakri,4,BEBAS (BEBAS),1900,0,lost_deposit,4979,HARON JAFFAR,1962,male,bumiputera
15,Johor,P.146 Muar,1,BARISAN NASIONAL (BN),14581,0,lost,4980,MOHD HELMY ABD.LATIF,1981,male,bumiputera
15,Johor,P.146 Muar,2,PERIKATAN NASIONAL (PN),18616,0,lost,4981,USTAZ ABDULLAH BIN HUSIN,1961,male,bumiputera
15,Johor,P.146 Muar,3,IKATAN DEMOKRATIK MALAYSIA (MUDA),19961,1,won,4266,SYED SADDIQ SYED ABDUL RAHMAN,1993,male,bumiputera
15,Johor,P.147 Parit Sulong,1,BARISAN NASIONAL (BN),25740,1,won,3501,NORAINI AHMAD,1967,female,bumiputera
15,Johor,P.147 Parit Sulong,2,PERIKATAN NASIONAL (PN),23719,0,lost,4982,DR. KARIM,1958,male,bumiputera
15,Johor,P.147 Parit Sulong,3,PAKATAN HARAPAN (PH),13495,0,lost,4983,MOHD FAIZAL DOLAH,1987,male,bumiputera
15,Johor,P.148 Ayer Hitam,1,BARISAN NASIONAL (BN),18911,1,won,3502,WEE KA SIONG,1968,male,chinese
15,Johor,P.148 Ayer Hitam,2,PAKATAN HARAPAN (PH),15948,0,lost,4984,SHEIKH OMAR,1985,male,bumiputera
15,Johor,P.148 Ayer Hitam,3,PERIKATAN NASIONAL (PN),11833,0,lost,4985,SYAFIQ AZIZ,1988,male,bumiputera
15,Johor,P.149 Sri Gading,1,PAKATAN HARAPAN (PH),23242,1,won,4986,CIKGU HUDA,1959,male,bumiputera
15,Johor,P.149 Sri Gading,2,PERIKATAN NASIONAL (PN),18475,0,lost,4987,ZANARIYAH,1970,female,bumiputera
15,Johor,P.149 Sri Gading,3,BARISAN NASIONAL (BN),19242,0,lost,4988,DATUK LASSIM BURHAN,1980,male,bumiputera
15,Johor,P.149 Sri Gading,4,PARTI PEJUANG TANAHAIR (PEJUANG),305,0,lost_deposit,4989,MAHDZIR BIN IBRAHIM,1976,male,bumiputera
15,Johor,P.150 Batu Pahat,1,PAKATAN HARAPAN (PH),45242,1,won,3859,ONN BIN ABU BAKAR,1963,male,bumiputera
15,Johor,P.150 Batu Pahat,2,PARTI RAKYAT MALAYSIA (PRM),263,0,lost_deposit,4990,ZAHARIM BIN OSMAN,1963,male,bumiputera
15,Johor,P.150 Batu Pahat,3,BARISAN NASIONAL (BN),24309,0,lost,4991,ISHAK SIRAJ,1961,male,bumiputera
15,Johor,P.150 Batu Pahat,4,PARTI PEJUANG TANAHAIR (PEJUANG),410,0,lost_deposit,4992,NIZAM BASHIR,1973,male,bumiputera
15,Johor,P.150 Batu Pahat,5,PERIKATAN NASIONAL (PN),29270,0,lost,4993,DATO' RASHID HASNON,1960,male,bumiputera
15,Johor,P.151 Simpang Renggam,1,PAKATAN HARAPAN (PH),16491,0,lost,4994,DR MASZLEE MALIK,1975,male,bumiputera
15,Johor,P.151 Simpang Renggam,2,PARTI PEJUANG TANAHAIR (PEJUANG),251,0,lost_deposit,4995,KAMAL,1982,male,bumiputera
15,Johor,P.151 Simpang Renggam,3,PERIKATAN NASIONAL (PN),9077,0,lost,4996,FAZRUL KAMAT,1986,male,bumiputera
15,Johor,P.151 Simpang Renggam,4,BARISAN NASIONAL (BN),18312,1,won,4997,HASNI BIN MOHAMMAD,1959,male,bumiputera
15,Johor,P.152 Kluang,1,BARISAN NASIONAL (BN),23395,0,lost,4279,GAN PING SIEU,1966,male,chinese
15,Johor,P.152 Kluang,2,PAKATAN HARAPAN (PH),49801,1,won,4278,WONG SHU QI,1983,female,bumiputera
15,Johor,P.152 Kluang,3,BEBAS (BEBAS),404,0,lost_deposit,4998,IR. U. RAMENDRAN,1970,male,indian
15,Johor,P.152 Kluang,4,PERIKATAN NASIONAL (PN),22021,0,lost,4999,DZULKARNAIN BIN ALIAS,1970,male,bumiputera
15,Johor,P.153 Sembrong,1,BARISAN NASIONAL (BN),22572,1,won,3510,HISHAMMUDDIN TUN HUSSEIN,1961,male,bumiputera
15,Johor,P.153 Sembrong,2,PAKATAN HARAPAN (PH),11692,0,lost,5000,HASNI ABAS,1962,male,bumiputera
15,Johor,P.153 Sembrong,3,PERIKATAN NASIONAL (PN),6666,0,lost,5001,JOE AZIZ,1984,male,bumiputera
15,Johor,P.154 Mersing,1,PAKATAN HARAPAN (PH),6813,0,lost,5002,ZULAIKHA ZAIDI,1993,female,bumiputera
15,Johor,P.154 Mersing,2,BEBAS (BEBAS),89,0,lost_deposit,5003,ISMAIL BIN DON,1968,male,bumiputera
15,Johor,P.154 Mersing,3,PERIKATAN NASIONAL (PN),21066,1,won,5004,ISLAHUDDIN ABAS,1988,male,bumiputera
15,Johor,P.154 Mersing,4,PARTI PEJUANG TANAHAIR (PEJUANG),209,0,lost_deposit,5005,NURFATIMAH IBRAHIM,1989,female,bumiputera
15,Johor,P.154 Mersing,5,BARISAN NASIONAL (BN),18729,0,lost,5006,ABD LATIF BANDI,1966,male,bumiputera
15,Johor,P.155 Tenggara,1,BARISAN NASIONAL (BN),21185,1,won,5007,MANNDZRI BIN NASIB,1980,male,bumiputera
15,Johor,P.155 Tenggara,2,PARTI PEJUANG TANAHAIR (PEJUANG),353,0,lost_deposit,5008,AZHAR PALAL,-1,male,bumiputera
15,Johor,P.155 Tenggara,3,PERIKATAN NASIONAL (PN),18194,0,lost,5009,KOLONEL NAZARI,1961,male,bumiputera
15,Johor,P.155 Tenggara,4,PAKATAN HARAPAN (PH),11618,0,lost,5010,ZURAIDAH CHEDAH,1969,female,bumiputera
15,Johor,P.156 Kota Tinggi,1,BARISAN NASIONAL (BN),25410,1,won,5011,KHALED NORDIN,1958,male,bumiputera
15,Johor,P.156 Kota Tinggi,2,PERIKATAN NASIONAL (PN),17020,0,lost,5012,RIDHWAN RASMAN,1995,male,bumiputera
15,Johor,P.156 Kota Tinggi,3,PAKATAN HARAPAN (PH),4903,0,lost_deposit,3170,ONN JAAFAR,1963,male,bumiputera
15,Johor,P.157 Pengerang,1,PERIKATAN NASIONAL (PN),16728,0,lost,5013,CIKGU IMAM NIZAR,1979,male,bumiputera
15,Johor,P.157 Pengerang,2,BARISAN NASIONAL (BN),21738,1,won,3518,AZALINA OTHMAN SAID,1964,female,bumiputera
15,Johor,P.157 Pengerang,3,PAKATAN HARAPAN (PH),3374,0,lost_deposit,5014,CHE ZAKARIA BIN MOHD SALLEH,1961,male,bumiputera
15,Johor,P.158 Tebrau,1,PAKATAN HARAPAN (PH),83959,1,won,5015,JIMMY PUAH WEE TSE,1976,male,chinese
15,Johor,P.158 Tebrau,2,PERIKATAN NASIONAL (PN),53239,0,lost,5016,MOHAMAD ISA BIN MOHAMAD BASIR,1978,male,bumiputera
15,Johor,P.158 Tebrau,3,BARISAN NASIONAL (BN),30767,0,lost,5017,NICOLE WONG,1980,female,chinese
15,Johor,P.159 Pasir Gudang,1,BARISAN NASIONAL (BN),37369,0,lost,5018,NOOR AZLEEN AMBROS,1985,male,bumiputera
15,Johor,P.159 Pasir Gudang,2,PAKATAN HARAPAN (PH),71233,1,won,1860,HASSAN BIN ABDUL KARIM,1951,male,bumiputera
15,Johor,P.159 Pasir Gudang,3,PERIKATAN NASIONAL (PN),39675,0,lost,5019,MOHAMAD FARID BIN ABDUL RAZAK,1984,male,bumiputera
15,Johor,P.159 Pasir Gudang,4,PARTI PEJUANG TANAHAIR (PEJUANG),1003,0,lost_deposit,5020,MOHAMMAD RAFFI BERAN,1972,male,bumiputera
15,Johor,P.160 Johor Bahru,1,BARISAN NASIONAL (BN),27211,0,lost,5021,JOHAN ROPI,1980,male,bumiputera
15,Johor,P.160 Johor Bahru,2,PERIKATAN NASIONAL (PN),22075,0,lost,5022,MOHTAJ,1966,male,bumiputera
15,Johor,P.160 Johor Bahru,3,PARTI PEJUANG TANAHAIR (PEJUANG),1855,0,lost_deposit,5023,HAIRY MAHMOOD,1972,male,bumiputera
15,Johor,P.160 Johor Bahru,4,PAKATAN HARAPAN (PH),43252,1,won,4289,AKMAL NASIR,1986,male,bumiputera
15,Johor,P.161 Pulai,1,BARISAN NASIONAL (BN),31726,0,lost,5024,NUR JAZLAN,1966,male,bumiputera
15,Johor,P.161 Pulai,2,PERIKATAN NASIONAL (PN),20677,0,lost,5025,LOH KAH YONG,1973,male,chinese
